,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking,latitud,longitude
12,21719,"San Andrés, Madrid",51.0,2,1.0,0.0,Camino Leganés,93000,1824,0,0,0.0,0,0,0,0,0,0,40.3281942,-3.76527
13,21718,"San Andrés, Madrid",134.0,3,2.0,0.0,Calle de las Islas,130000,970,0,0,0.0,0,0,0,0,0,0,40.3507301,-3.7155514
14,21717,"San Andrés, Madrid",62.0,2,1.0,0.0,Calle de Parvillas Bajas,104000,1677,0,0,0.0,1,0,0,1,0,0,40.3454434,-3.7083602
15,21716,"San Andrés, Madrid",75.0,3,1.0,0.0,COBALTO s/n,138000,1840,0,0,1984.0,1,0,0,1,0,1,40.3450219,-3.7042545
16,21714,"Los Rosales, Madrid",65.0,3,1.0,0.0,Calle Villajoyosa,150000,2308,1,0,1976.0,1,0,1,0,0,0,38.5041294,-0.2317534
17,21713,"San Andrés, Madrid",70.0,2,1.0,0.0,Paseo de Alberto Palacios,145900,2084,0,0,1968.0,1,0,0,1,1,0,40.3431405,-3.7174703
18,21712,"San Andrés, Madrid",75.0,1,1.0,0.0,Calle Laguna del Marquesado,92500,1233,0,0,2008.0,1,0,0,0,1,0,40.3334699,-3.7127975
19,21711,"Los Rosales, Madrid",123.0,3,2.0,0.0,Carretera de Villaverde a Vallecas,298000,2423,0,0,2002.0,1,0,1,0,0,1,40.3577222,-3.6850285
20,21710,"San Andrés, Madrid",61.0,3,1.0,0.0,Camino Leganés,99900,1638,0,0,0.0,1,0,0,1,0,0,40.3281942,-3.76527
21,21707,"San Andrés, Madrid",71.0,3,1.0,0.0,San Neviano - Villaverde,131400,1851,1,0,1980.0,1,0,0,1,0,0,40.3465238,-3.7041664
22,21705,"San Andrés, Madrid",60.0,2,1.0,0.0,Paseo de Alberto Palacios,154000,2567,0,0,0.0,1,0,0,1,0,0,40.3431405,-3.7174703
23,21704,"Los Ángeles, Madrid",78.0,4,1.0,0.0,Calle la Dolorosa,146700,1881,0,0,0.0,1,0,0,0,0,0,40.3545402,-3.6943774
24,21702,"Butarque, Madrid",125.0,3,3.0,0.0,Calle ESTEFANITA,275000,2200,0,0,2004.0,1,0,1,1,0,0,40.34903,-3.6760582
25,21701,"San Andrés, Madrid",75.0,0,1.0,0.0,Calle Laguna del Marquesado,83800,1117,0,0,2008.0,1,0,0,1,1,0,40.3334699,-3.7127975
26,21700,"Butarque, Madrid",97.0,2,2.0,0.0,"Calle Arroyo de la Bulera, 31",266122,2744,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
27,21699,"Butarque, Madrid",93.0,2,2.0,0.0,"Calle Arroyo de la Bulera, 31",228273,2455,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
28,21698,"Los Ángeles, Madrid",103.0,4,2.0,0.0,Calle de la del Manojo de Rosas,171900,1669,0,0,0.0,1,0,0,0,0,0,40.3593397,-3.6983745
29,21697,"Butarque, Madrid",83.0,2,2.0,0.0,Villaverde a perales,228273,2750,0,0,2020.0,1,0,1,1,0,1,40.3389062,-3.6772808
30,21696,"Los Rosales, Madrid",45.0,2,1.0,0.0,Calle de Juan José Martínez Seco,85000,1889,1,0,1968.0,1,0,0,0,1,0,40.3516003,-3.6926224
31,21695,"Los Rosales, Madrid",120.0,3,2.0,0.0,Carretera de Villaverde a Vallecas,298000,2483,0,0,0.0,0,0,1,0,0,1,40.3577222,-3.6850285
32,21693,"Butarque, Madrid",125.0,3,2.0,0.0,"Calle Estefanita, 6",272500,2180,0,0,2004.0,1,0,1,1,0,0,40.34903,-3.6760582
33,21692,"Butarque, Madrid",126.0,4,2.0,0.0,Calle Berrocal,275000,2183,0,0,0.0,1,0,1,1,0,1,40.3417163,-3.675929
34,21691,"Butarque, Madrid",158.0,3,2.0,0.0,"Calle Euskalduna, 14",289000,1829,0,0,2003.0,1,0,1,1,0,1,40.3560432,-3.6820183
35,21689,"Los Ángeles, Madrid",108.0,3,2.0,0.0,Calle Alcocer,179000,1657,0,0,1978.0,1,0,0,1,0,0,40.3499113,-3.7052168
36,21687,"Los Rosales, Madrid",51.0,2,1.0,0.0,Calle Topacio,89500,1755,1,0,1967.0,1,0,0,1,0,0,40.3014688,-3.7398829
37,21686,"Butarque, Madrid",112.0,3,2.0,0.0,"Calle Calcio, 15",289000,2580,0,0,2013.0,1,0,1,0,0,1,40.3507213,-3.6791018
38,21671,"Butarque, Madrid",111.0,2,2.0,0.0,"Calle Ganados del Salobral , 12",230749,2079,0,1,0.0,1,0,1,1,0,1,40.3384998,-3.6764999
39,21670,"Butarque, Madrid",115.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",233789,2033,0,1,0.0,1,0,1,0,0,1,40.3384998,-3.6764999
40,21669,"Butarque, Madrid",115.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",230789,2007,0,1,0.0,1,0,1,0,0,1,40.3384998,-3.6764999
41,21668,"Butarque, Madrid",117.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",244171,2087,0,1,0.0,1,0,1,1,0,1,40.3384998,-3.6764999
42,21667,"Butarque, Madrid",117.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",243468,2081,0,1,0.0,1,0,1,1,0,1,40.3384998,-3.6764999
43,21666,"Butarque, Madrid",117.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",244798,2092,0,1,0.0,1,0,1,1,0,1,40.3384998,-3.6764999
44,21665,"Butarque, Madrid",118.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",219235,1858,0,1,0.0,1,0,1,0,0,1,40.3384998,-3.6764999
45,21664,"Butarque, Madrid",115.0,3,2.0,0.0,"Calle Ganados del Salobral , 12",242789,2111,0,1,0.0,1,0,1,0,0,1,40.3384998,-3.6764999
46,21662,"Butarque, Madrid",106.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",251569,2373,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
47,21661,"Butarque, Madrid",103.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",235402,2285,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
48,21660,"Butarque, Madrid",103.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",235172,2283,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
49,21659,"Butarque, Madrid",103.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",236227,2293,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
50,21658,"Butarque, Madrid",114.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",254710,2234,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
51,21656,"Butarque, Madrid",140.0,3,3.0,0.0,"Calle Estefanita, 6",272500,1946,0,0,2004.0,1,0,1,1,0,0,40.34903,-3.6760582
52,21655,"Los Rosales, Madrid",58.0,3,1.0,0.0,Calle del Estroncio,85000,1466,0,0,1951.0,1,0,0,0,0,0,40.3474954,-3.6903199
53,21654,"San Cristóbal, Madrid",65.0,3,1.0,0.0,Calle Moncada,94000,1446,0,0,0.0,1,0,0,1,0,0,40.3412454,-3.6924983
54,21653,"Los Rosales, Madrid",110.0,4,2.0,0.0,Calle de Martinez Oviol,175000,1591,0,0,1978.0,1,0,0,1,1,0,40.3528895,-3.689424
55,21650,"Butarque, Madrid",90.0,1,1.0,0.0,"Calle Ganados del Salobral , 12",183159,2035,0,1,0.0,1,0,1,1,0,1,40.3384998,-3.6764999
56,21649,"Los Rosales, Madrid",125.0,3,2.0,0.0,"Calle de la Generosidad, 16",210000,1680,0,0,1996.0,1,0,0,0,0,1,40.3598385,-3.6913126
57,21648,"San Andrés, Madrid",58.0,2,1.0,0.0,Calle de Tordegrillos,85000,1466,0,0,1968.0,1,0,0,0,0,0,40.3431904,-3.7167725
58,21647,"Los Ángeles, Madrid",92.0,3,1.0,0.0,Avenida de la Verbena de la Paloma,159900,1738,0,0,1962.0,1,0,0,1,0,0,40.3564179,-3.6958271
59,21643,"San Andrés, Madrid",108.0,3,1.0,0.0,Calle de los Cacereños,140000,1296,0,0,1995.0,1,0,0,1,0,0,40.3454189,-3.7143311
60,21642,"Los Rosales, Madrid",65.0,2,1.0,0.0,Calle de Campos Ibáñez,106500,1638,0,0,1963.0,1,0,0,1,0,0,40.3538685,-3.6834603
61,21641,"Los Rosales, Madrid",102.0,3,2.0,0.0,Calle DIAMANTE,127500,1250,0,0,1964.0,1,0,0,1,0,0,40.6075986,-4.0250996
62,21640,"San Andrés, Madrid",80.0,2,1.0,0.0,Calle Transversal Sexta,148000,1850,0,0,1999.0,1,0,0,1,0,1,40.3336091,-3.6992926
63,21639,"Butarque, Madrid",108.0,2,1.0,0.0,Calle Canchal,205000,1898,0,0,2002.0,1,0,1,1,0,1,40.9020755,-3.8760931
64,21638,"Los Rosales, Madrid",80.0,3,2.0,0.0,Calle Diamante,220000,2750,0,0,2000.0,1,0,1,0,0,1,40.6075986,-4.0250996
65,21637,"Los Rosales, Madrid",16.0,3,1.0,0.0,Calle Platino,114000,7125,0,0,1970.0,1,0,0,0,0,0,40.4005261,-3.4056522
66,21636,"San Andrés, Madrid",54.0,2,1.0,0.0,Calle Gómez Acebo,89900,1665,0,0,1964.0,1,0,0,1,0,0,40.3428357,-3.7077693
67,21634,"San Andrés, Madrid",99.0,2,2.0,0.0,Calle Salsipuedes,145000,1465,0,0,2007.0,1,0,0,0,0,0,40.3449425,-3.705681
68,21633,"Los Rosales, Madrid",123.0,4,2.0,0.0,Avenida de la Felicidad,275000,2236,0,0,0.0,1,0,0,1,0,0,40.3588323,-3.6911016
69,21632,"Los Ángeles, Madrid",64.0,3,1.0,0.0,Calle Escoriaza,104000,1625,0,0,0.0,1,0,0,0,0,0,40.351882,-3.6949633
70,21627,"Butarque, Madrid",103.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",235718,2289,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
71,21626,"Butarque, Madrid",103.0,3,2.0,0.0,"Calle de las Viñas del Rio, 16",245000,2379,0,1,0.0,1,0,1,0,0,1,40.3407876,-3.2327255
72,21625,"Butarque, Madrid",143.0,3,2.0,0.0,"Calle de las Viñas del Rio, 16",260000,1818,0,1,0.0,1,0,1,0,0,1,40.3407876,-3.2327255
73,21624,"Butarque, Madrid",99.0,3,2.0,0.0,"Calle de las Viñas del Rio, 16",235000,2374,0,1,0.0,1,0,1,0,0,1,40.3407876,-3.2327255
74,21623,"Butarque, Madrid",100.0,3,2.0,0.0,"Calle de las Viñas del Rio, 16",235000,2350,0,1,0.0,1,0,1,0,0,1,40.3407876,-3.2327255
75,21622,"Butarque, Madrid",176.0,2,2.0,0.0,"Calle de las Viñas del Rio, 16",265000,1506,0,1,0.0,1,0,1,0,0,1,40.3407876,-3.2327255
76,21621,"Butarque, Madrid",87.0,2,2.0,0.0,"Calle de las Viñas del Rio, 16",190000,2184,0,1,0.0,1,0,1,0,0,1,40.3407876,-3.2327255
77,21620,"Butarque, Madrid",106.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",256115,2416,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
78,21619,"Butarque, Madrid",113.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",261989,2318,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
79,21618,"Butarque, Madrid",115.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",273353,2377,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
80,21617,"Butarque, Madrid",129.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",297621,2307,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
81,21616,"Butarque, Madrid",115.0,3,2.0,0.0,"Calle Arroyo de la Bulera, 31",279778,2433,0,1,0.0,1,0,1,1,0,0,40.338156,-3.679459
82,21612,"Los Ángeles, Madrid",54.0,2,1.0,0.0,"Calle Alcocer, 39",136400,2526,0,0,0.0,0,0,0,1,0,0,40.3499113,-3.7052168
83,21611,"San Andrés, Madrid",80.0,3,1.0,0.0,Calle Nuestra Señora de Begoña s/n,145000,1812,0,0,0.0,1,0,0,1,0,0,40.3259672,-3.7716739
84,21610,"San Andrés, Madrid",73.0,2,1.0,0.0,Calle de Tordegrillos,127500,1747,0,0,1999.0,1,0,0,0,0,0,40.3431904,-3.7167725
85,21609,"San Andrés, Madrid",122.0,3,2.0,0.0,Calle Transversal Sexta,179000,1467,0,0,1999.0,1,0,0,0,0,1,40.3336091,-3.6992926
86,21608,"Butarque, Madrid",98.0,3,2.0,0.0,Villaverde a Perales,266122,2716,0,0,2020.0,1,0,1,1,0,1,40.3389062,-3.6772808
87,21607,"Butarque, Madrid",97.0,3,2.0,0.0,villaverde a perales,261989,2701,0,0,2020.0,1,0,1,1,0,1,40.3389062,-3.6772808
88,21606,"Butarque, Madrid",111.0,3,2.0,0.0,villaverde a perales,297621,2681,0,0,2020.0,1,0,1,1,0,1,40.3389062,-3.6772808
89,21605,"Butarque, Madrid",99.0,3,2.0,0.0,villaverde a perales,251569,2541,0,0,2020.0,1,0,1,1,0,1,40.3389062,-3.6772808
90,21603,"San Andrés, Madrid",85.0,3,1.0,0.0,"Paseo de Alberto Palacios, Madrid, 86",138000,1624,0,0,1966.0,1,0,0,1,0,0,40.3432684,-3.7172962
91,21602,"Butarque, Madrid",90.0,3,2.0,0.0,"Calle Limonita, 5",225000,2500,0,0,0.0,1,0,1,0,0,1,40.2989698,-3.7460052
92,21601,"Los Rosales, Madrid",133.0,2,1.0,0.0,"Calle Flora Tristán, 1",264000,1985,0,0,2003.0,1,0,1,1,1,1,40.3570425,-3.685489
93,21600,"Los Rosales, Madrid",60.0,3,1.0,0.0,EDUARDO MINGUITO,98260,1638,0,0,1960.0,1,0,0,0,0,0,40.3484649,-3.6886982
94,21599,"Butarque, Madrid",133.0,3,3.0,0.0,Calle Estefanita,275000,2068,0,0,2004.0,1,0,1,1,0,0,40.34903,-3.6760582
95,21584,"San Cristóbal, Madrid",66.0,3,1.0,0.0,Calle MONCADA,104900,1589,0,0,0.0,1,0,0,1,0,0,40.3412454,-3.6924983
96,21583,"San Andrés, Madrid",95.0,2,1.0,0.0,Camino Leganés,155000,1632,0,0,1965.0,1,0,0,1,1,0,40.3281942,-3.76527
97,21582,"San Cristóbal, Madrid",74.0,3,1.0,0.0,Calle de Paterna,100000,1351,0,0,1968.0,1,0,0,0,0,0,40.3410484,-3.6841196
98,21581,"Butarque, Madrid",97.0,2,1.0,0.0,Calle Euskalduna,210000,2165,0,0,2003.0,1,0,1,1,0,1,40.3560432,-3.6820183
99,21580,"San Andrés, Madrid",90.0,2,2.0,0.0,Calle Lenguas,240000,2667,0,0,2004.0,1,0,1,0,0,1,40.3423112,-3.7053575
100,21578,"San Andrés, Madrid",49.0,2,1.0,0.0,Plaza de Gómez Acebo,84000,1714,0,0,1969.0,1,0,0,0,0,0,40.34206795,-3.709025837154354
101,21577,"Los Rosales, Madrid",151.0,3,2.0,0.0,"Calle Augustóbriga, 5",314000,2079,0,0,0.0,1,0,1,0,0,1,40.3570991,-3.6841334
102,21576,"San Cristóbal, Madrid",69.0,3,1.0,0.0,Benimamet,107000,1551,0,0,1961.0,1,0,0,1,0,0,40.3441471,-3.6856918
103,21575,"Butarque, Madrid",170.0,3,2.0,0.0,"Calle Calcio, 20",325000,1912,0,0,2010.0,1,0,1,1,0,1,40.3507213,-3.6791018
104,21573,"Los Rosales, Madrid",98.0,3,2.0,0.0,"Calle Flora Tristán, 10",284900,2907,0,0,2001.0,1,0,1,0,0,1,40.3570425,-3.685489
105,21571,"San Andrés, Madrid",136.0,3,2.0,0.0,Calle Transversal Sexta,230000,1691,0,0,1999.0,1,0,0,1,0,1,40.3336091,-3.6992926
106,21569,"San Andrés, Madrid",95.0,3,1.0,0.0,Camino Leganés,185000,1947,0,0,1975.0,1,0,0,1,0,0,40.3281942,-3.76527
107,21559,"Butarque, Madrid",110.0,3,2.0,0.0,"Calle Calcio, 15",275000,2500,0,0,0.0,1,0,1,0,0,1,40.3507213,-3.6791018
108,21558,"San Andrés, Madrid",83.0,3,1.0,0.0,Calle tordegrillos,91500,1102,0,0,1966.0,1,0,0,1,1,0,40.3431904,-3.7167725
109,21557,"Los Rosales, Madrid",25.0,0,1.0,0.0,Calle Augustóbriga,129000,5160,0,0,0.0,0,0,1,0,0,1,40.3570991,-3.6841334
110,21556,"San Andrés, Madrid",65.0,2,1.0,0.0,Calle Covachuelas,86860,1336,1,0,1982.0,1,0,0,0,0,0,40.3365831,-3.2371996
111,21555,"Butarque, Madrid",58.0,3,1.0,0.0,Calle Concepción de la Oliva,105000,1810,0,0,1966.0,1,0,0,0,1,0,40.35390395,-3.68323398442623
112,21553,"San Andrés, Madrid",82.0,3,1.0,0.0,Paseo DE LAS MORERAS,120000,1463,0,0,1960.0,1,0,0,0,1,0,40.3458332,-3.7104374
113,21550,"San Cristóbal, Madrid",95.0,2,2.0,0.0,GODELLA,184000,1937,0,0,2011.0,1,0,0,0,0,0,40.3401068,-3.6887159
114,21548,"Los Rosales, Madrid",178.0,4,2.0,0.0,María de Echarri,299990,1685,0,0,0.0,1,0,1,0,1,1,40.3584213,-3.6829116
115,21547,"Los Rosales, Madrid",59.0,2,1.0,0.0,Calle Fuente de la Capona,117000,1983,0,0,0.0,1,0,0,1,0,0,40.3535755,-3.6846954
116,21546,"Los Ángeles, Madrid",100.0,4,1.0,0.0,Calle de la Alegría de la Huerta,165000,1650,0,0,0.0,1,0,0,0,0,0,40.3545782,-3.695308
117,21542,"San Andrés, Madrid",81.0,3,2.0,0.0,Calle Transversal Sexta,155000,1914,0,0,1999.0,1,0,0,0,0,1,40.3336091,-3.6992926
118,21541,"Butarque, Madrid",91.0,2,2.0,0.0,villaverde a perales,228208,2508,0,0,2020.0,1,0,1,1,0,1,40.3389062,-3.6772808
119,21540,"Butarque, Madrid",95.0,3,1.0,0.0,Calle Tántalo,100000,1053,1,0,1970.0,1,0,0,0,1,0,40.3525553,-3.6811527
120,21538,"San Andrés, Madrid",60.0,2,1.0,0.0,Calle de Juan Peñalver,105000,1750,0,0,1967.0,0,0,0,1,0,0,40.3491341,-3.7134322
121,21537,"Los Ángeles, Madrid",80.0,3,1.0,0.0,Calle Alcocer,165000,2062,0,0,1977.0,1,0,0,1,0,0,40.3499113,-3.7052168
122,21536,"San Cristóbal, Madrid",60.0,2,1.0,0.0,Rocafort,73000,1217,0,0,1960.0,1,0,0,0,0,0,23.1009675,-82.328885
123,21535,"San Andrés, Madrid",50.0,1,1.0,0.0,Calle Lenguas,159000,3180,0,0,2007.0,1,0,1,0,0,1,40.3423112,-3.7053575
124,21533,"Los Ángeles, Madrid",96.0,2,2.0,0.0,Calle de Eduardo Barreiros,210000,2188,0,0,2001.0,1,0,1,1,0,1,40.3629762,-3.6998965
125,21532,"Los Rosales, Madrid",71.0,2,2.0,0.0,Calle de Clara Schumann,198000,2789,0,0,2001.0,1,0,1,0,0,0,40.3548639,-3.684203
126,21531,"Los Rosales, Madrid",74.0,2,1.0,0.0,"Calle Diamante, Madrid",139900,1891,0,0,1966.0,1,0,0,0,0,0,40.6075986,-4.0250996
127,21530,"San Cristóbal, Madrid",65.0,2,1.0,0.0,Calle Moncada,110000,1692,0,0,1962.0,1,0,0,0,0,0,40.3412454,-3.6924983
128,21528,"San Andrés, Madrid",75.0,3,1.0,0.0,Paseo de alberto palacios,103000,1373,0,0,1968.0,1,0,0,1,0,0,40.3431405,-3.7174703
129,21525,"San Andrés, Madrid",115.0,3,1.0,0.0,Paseo de Alberto Palacios,154900,1347,0,0,1975.0,1,0,0,1,0,0,40.3431405,-3.7174703
130,21524,"San Cristóbal, Madrid",63.0,2,1.0,0.0,Calle Benimamet,82260,1306,0,0,0.0,1,0,0,0,0,0,40.3444061,-3.6870101
131,21522,"San Andrés, Madrid",100.0,2,2.0,0.0,"Calle Principal, 16",154900,1549,0,0,0.0,1,0,0,0,0,1,40.57990635,-4.00004267669788
132,21521,"San Andrés, Madrid",90.0,3,2.0,0.0,"Calle Transversal Sexta, 10",155000,1722,0,0,1998.0,1,0,0,1,0,1,40.3336091,-3.6992926
133,21517,"Los Rosales, Madrid",95.0,4,1.0,0.0,BENITA LOPEZ,138000,1453,0,0,0.0,1,0,0,1,0,0,40.3495133,-3.6893429
134,21515,"Butarque, Madrid",90.0,3,2.0,0.0,"Calle de la Esmaltina, 1",222000,2467,0,0,2001.0,1,0,1,0,0,1,40.3429222,-3.675537
135,21511,"Los Ángeles, Madrid",82.0,2,2.0,0.0,"Calle Eduardo Barreiros, 128",270000,3293,0,0,0.0,1,0,1,0,0,1,40.361781,-3.7004632
136,21510,"Butarque, Madrid",81.0,3,1.0,0.0,Calle Vicente Carballal,116100,1433,0,0,0.0,1,0,0,0,0,0,40.351853,-3.6824616
137,21507,"San Cristóbal, Madrid",70.0,3,1.0,0.0,burjasot,99000,1414,0,0,0.0,1,0,0,0,0,0,40.3444808,-3.6870123
138,21504,"Los Rosales, Madrid",95.0,3,1.0,0.0,LEONOR GONGORA,130000,1368,0,0,1985.0,1,0,0,1,1,0,40.3479925,-3.6862599
139,21502,"Los Rosales, Madrid",71.0,3,1.0,0.0,Calle Villajoyosa,149000,2099,0,0,1970.0,1,0,0,0,0,0,38.5041294,-0.2317534
140,21501,"Los Rosales, Madrid",70.0,3,1.0,0.0,Calle Villajoyosa,135000,1929,1,0,1969.0,1,0,0,0,0,0,38.5041294,-0.2317534
141,21500,"Los Rosales, Madrid",98.0,4,2.0,0.0,Calle Ciudadanía,230000,2347,0,0,1977.0,1,0,0,1,0,0,40.3565045,-3.6928754
142,21499,"Los Ángeles, Madrid",55.0,3,1.0,0.0,Calle Arechavaleta,91000,1655,0,0,0.0,1,0,0,0,0,0,40.3526545,-3.6969437
143,21498,"Los Rosales, Madrid",115.0,4,1.0,0.0,Calle Platino,184900,1608,0,0,0.0,1,0,0,1,1,0,40.4005261,-3.4056522
144,21497,"San Andrés, Madrid",78.0,3,1.0,0.0,"Calle del Bismuto, 1",127000,1628,0,0,0.0,0,0,0,1,0,0,40.3444232,-3.7059234
145,21496,"San Cristóbal, Madrid",68.0,3,1.0,0.0,Calle de Rocafort,83900,1234,0,0,0.0,1,0,0,0,0,0,40.3412537,-3.6864471
146,21495,"San Andrés, Madrid",120.0,3,1.0,0.0,"Calle de Gregorio Ortiz, 31",180000,1500,0,0,0.0,1,0,1,1,0,1,40.3441872,-3.7074188
147,21494,"San Cristóbal, Madrid",64.0,3,1.0,0.0,BENIFERRI,76000,1188,1,0,0.0,1,0,0,0,0,0,40.3444262,-3.691317
148,21493,"Los Ángeles, Madrid",92.0,4,1.0,0.0,"Paseo de Gigantes y Cabezudos, 42",163000,1772,0,0,0.0,1,0,0,0,0,0,40.35600685,-3.6938880510558985
149,21492,"Butarque, Madrid",154.0,3,2.0,0.0,"Calle Limonita, 6",280000,1818,0,0,0.0,1,0,1,1,0,1,40.3439468,-3.6759839
150,21491,"Los Rosales, Madrid",105.0,3,2.0,0.0,"Azufre, 3",180000,1714,0,0,0.0,1,0,0,1,0,0,40.4562286,-3.459256
151,21488,"Los Rosales, Madrid",53.0,3,1.0,0.0,"Calle del Estroncio, 11",114300,2157,0,0,0.0,0,0,0,1,0,0,40.3474954,-3.6903199
152,21483,"Los Rosales, Madrid",53.0,3,1.0,0.0,"Calle del estroncio, 11",114300,2157,0,0,0.0,0,0,0,0,0,0,40.3474954,-3.6903199
153,21479,"San Andrés, Madrid",95.0,3,1.0,0.0,"Calle del Talco, 85",112000,1179,1,0,0.0,0,0,0,1,0,0,40.3446028,-3.7150841
154,21478,"San Cristóbal, Madrid",30.0,1,1.0,0.0,"Calle de Rocafort, 14 j",59000,1967,0,0,1960.0,1,0,0,0,0,0,40.3413756,-3.6903569
155,21477,"Butarque, Madrid",53.0,1,1.0,0.0,maricara,146000,2755,0,0,0.0,1,0,1,1,0,1,40.3393855,-3.678538923762037
156,21476,"Butarque, Madrid",125.0,3,3.0,0.0,"Calle Estefanita, 6",275000,2200,0,0,2004.0,1,0,1,1,0,0,40.34903,-3.6760582
157,21473,"San Cristóbal, Madrid",66.0,2,1.0,0.0,Calle de Rocafort,96000,1455,0,0,0.0,1,0,0,0,0,0,40.3412537,-3.6864471
158,21472,"San Cristóbal, Madrid",63.0,3,1.0,0.0,"Calle de Benimamet, 6",82000,1302,0,0,1960.0,1,0,0,0,0,0,40.3444061,-3.6870101
159,21470,"Villaverde, Madrid",95.0,3,1.0,0.0,Urb. privada,199000,2095,0,0,1966.0,1,0,1,0,0,1,40.54419285,-3.6499298391529935
160,21469,"San Andrés, Madrid",65.0,2,1.0,0.0,"COBALTO, 22",232000,3569,0,0,0.0,1,0,0,0,0,1,40.343668,-3.7043145
161,21468,"San Andrés, Madrid",69.0,2,1.0,0.0,"Avenida REAL DE PINTO, 41",240000,3478,0,0,0.0,1,0,1,0,0,0,40.3335696,-3.7128593
162,21466,"San Andrés, Madrid",60.0,3,1.0,0.0,Calle Villastar,120000,2000,0,0,1960.0,1,0,0,0,0,0,40.3431022,-3.7114862
163,21463,"Los Ángeles, Madrid",65.0,2,1.0,0.0,Calle de la del Manojo de Rosas,109000,1677,0,0,1950.0,1,0,0,0,0,0,40.3593397,-3.6983745
164,21461,"San Cristóbal, Madrid",83.0,3,2.0,0.0,Plaza Pinazo,111000,1337,1,0,0.0,1,0,0,0,0,0,40.3442088,-3.6917032
